id,브랜드,차종,연식,세부모델,category,name,price
16312,미니,쿠페,2009,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
16313,미니,쿠페,2009,프리미엄,brake,브레이크 오일 1:1 교환,90000
16314,미니,쿠페,2009,프리미엄,transmission,미션오일 교환 패키지,350000
16315,미니,쿠페,2009,프리미엄,filter,실내 에어컨/히터 필터,50000
16316,미니,쿠페,2009,프리미엄,battery,배터리 교체 (수입차전용),220000
16317,미니,쿠페,2009,프리미엄,inspection,기본 무상 점검 (이벤트),0
16318,미니,쿠페,2009,스포츠,engine,엔진오일 교환 (기본 합성유),150000
16319,미니,쿠페,2009,스포츠,engine,엔진 플러싱 및 첨가제,80000
16320,미니,쿠페,2009,스포츠,brake,앞 브레이크 패드 교환,120000
16321,미니,쿠페,2009,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
16322,미니,쿠페,2009,스포츠,brake,브레이크 오일 1:1 교환,90000
16323,미니,쿠페,2009,스포츠,transmission,미션오일 교환 패키지,350000
16324,미니,쿠페,2009,스포츠,filter,실내 에어컨/히터 필터,50000
16325,미니,쿠페,2009,스포츠,battery,배터리 교체 (수입차전용),220000
16326,미니,쿠페,2009,스포츠,inspection,기본 무상 점검 (이벤트),0
16327,미니,쿠페,2008,기본형,engine,엔진오일 교환 (기본 합성유),150000
16328,미니,쿠페,2008,기본형,engine,엔진 플러싱 및 첨가제,80000
16329,미니,쿠페,2008,기본형,brake,앞 브레이크 패드 교환,120000
16330,미니,쿠페,2008,기본형,brake,뒤 브레이크 패드/센서 교환,140000
16331,미니,쿠페,2008,기본형,brake,브레이크 오일 1:1 교환,90000
16332,미니,쿠페,2008,기본형,transmission,미션오일 교환 패키지,350000
16333,미니,쿠페,2008,기본형,filter,실내 에어컨/히터 필터,50000
16334,미니,쿠페,2008,기본형,battery,배터리 교체 (수입차전용),220000
16335,미니,쿠페,2008,기본형,inspection,기본 무상 점검 (이벤트),0
16336,미니,쿠페,2008,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
16337,미니,쿠페,2008,프리미엄,engine,엔진 플러싱 및 첨가제,80000
16338,미니,쿠페,2008,프리미엄,brake,앞 브레이크 패드 교환,120000
16339,미니,쿠페,2008,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
16340,미니,쿠페,2008,프리미엄,brake,브레이크 오일 1:1 교환,90000
16341,미니,쿠페,2008,프리미엄,transmission,미션오일 교환 패키지,350000
16342,미니,쿠페,2008,프리미엄,filter,실내 에어컨/히터 필터,50000
16343,미니,쿠페,2008,프리미엄,battery,배터리 교체 (수입차전용),220000
16344,미니,쿠페,2008,프리미엄,inspection,기본 무상 점검 (이벤트),0
16345,미니,쿠페,2008,스포츠,engine,엔진오일 교환 (기본 합성유),150000
16346,미니,쿠페,2008,스포츠,engine,엔진 플러싱 및 첨가제,80000
16347,미니,쿠페,2008,스포츠,brake,앞 브레이크 패드 교환,120000
16348,미니,쿠페,2008,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
16349,미니,쿠페,2008,스포츠,brake,브레이크 오일 1:1 교환,90000
16350,미니,쿠페,2008,스포츠,transmission,미션오일 교환 패키지,350000
16351,미니,쿠페,2008,스포츠,filter,실내 에어컨/히터 필터,50000
16352,미니,쿠페,2008,스포츠,battery,배터리 교체 (수입차전용),220000
16353,미니,쿠페,2008,스포츠,inspection,기본 무상 점검 (이벤트),0
16354,미니,쿠페,2007,기본형,engine,엔진오일 교환 (기본 합성유),150000
16355,미니,쿠페,2007,기본형,engine,엔진 플러싱 및 첨가제,80000
16356,미니,쿠페,2007,기본형,brake,앞 브레이크 패드 교환,120000
16357,미니,쿠페,2007,기본형,brake,뒤 브레이크 패드/센서 교환,140000
16358,미니,쿠페,2007,기본형,brake,브레이크 오일 1:1 교환,90000
16359,미니,쿠페,2007,기본형,transmission,미션오일 교환 패키지,350000
16360,미니,쿠페,2007,기본형,filter,실내 에어컨/히터 필터,50000
16361,미니,쿠페,2007,기본형,battery,배터리 교체 (수입차전용),220000
16362,미니,쿠페,2007,기본형,inspection,기본 무상 점검 (이벤트),0
16363,미니,쿠페,2007,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
16364,미니,쿠페,2007,프리미엄,engine,엔진 플러싱 및 첨가제,80000
16365,미니,쿠페,2007,프리미엄,brake,앞 브레이크 패드 교환,120000
16366,미니,쿠페,2007,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
16367,미니,쿠페,2007,프리미엄,brake,브레이크 오일 1:1 교환,90000
16368,미니,쿠페,2007,프리미엄,transmission,미션오일 교환 패키지,350000
16369,미니,쿠페,2007,프리미엄,filter,실내 에어컨/히터 필터,50000
16370,미니,쿠페,2007,프리미엄,battery,배터리 교체 (수입차전용),220000
16371,미니,쿠페,2007,프리미엄,inspection,기본 무상 점검 (이벤트),0
16372,미니,쿠페,2007,스포츠,engine,엔진오일 교환 (기본 합성유),150000
16373,미니,쿠페,2007,스포츠,engine,엔진 플러싱 및 첨가제,80000
16374,미니,쿠페,2007,스포츠,brake,앞 브레이크 패드 교환,120000
16375,미니,쿠페,2007,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
16376,미니,쿠페,2007,스포츠,brake,브레이크 오일 1:1 교환,90000
16377,미니,쿠페,2007,스포츠,transmission,미션오일 교환 패키지,350000
16378,미니,쿠페,2007,스포츠,filter,실내 에어컨/히터 필터,50000
16379,미니,쿠페,2007,스포츠,battery,배터리 교체 (수입차전용),220000
16380,미니,쿠페,2007,스포츠,inspection,기본 무상 점검 (이벤트),0
16381,재규어,세단,2026,기본형,engine,엔진오일 교환 (기본 합성유),150000
16382,재규어,세단,2026,기본형,engine,엔진 플러싱 및 첨가제,80000
16383,재규어,세단,2026,기본형,brake,앞 브레이크 패드 교환,120000
16384,재규어,세단,2026,기본형,brake,뒤 브레이크 패드/센서 교환,140000
16385,재규어,세단,2026,기본형,brake,브레이크 오일 1:1 교환,90000
16386,재규어,세단,2026,기본형,transmission,미션오일 교환 패키지,350000
16387,재규어,세단,2026,기본형,filter,실내 에어컨/히터 필터,50000
16388,재규어,세단,2026,기본형,battery,배터리 교체 (수입차전용),220000
16389,재규어,세단,2026,기본형,inspection,기본 무상 점검 (이벤트),0
16390,재규어,세단,2026,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
16391,재규어,세단,2026,프리미엄,engine,엔진 플러싱 및 첨가제,80000
16392,재규어,세단,2026,프리미엄,brake,앞 브레이크 패드 교환,120000
16393,재규어,세단,2026,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
16394,재규어,세단,2026,프리미엄,brake,브레이크 오일 1:1 교환,90000
16395,재규어,세단,2026,프리미엄,transmission,미션오일 교환 패키지,350000
16396,재규어,세단,2026,프리미엄,filter,실내 에어컨/히터 필터,50000
16397,재규어,세단,2026,프리미엄,battery,배터리 교체 (수입차전용),220000
16398,재규어,세단,2026,프리미엄,inspection,기본 무상 점검 (이벤트),0
16399,재규어,세단,2026,스포츠,engine,엔진오일 교환 (기본 합성유),150000
16400,재규어,세단,2026,스포츠,engine,엔진 플러싱 및 첨가제,80000
16401,재규어,세단,2026,스포츠,brake,앞 브레이크 패드 교환,120000
16402,재규어,세단,2026,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
16403,재규어,세단,2026,스포츠,brake,브레이크 오일 1:1 교환,90000
16404,재규어,세단,2026,스포츠,transmission,미션오일 교환 패키지,350000
16405,재규어,세단,2026,스포츠,filter,실내 에어컨/히터 필터,50000
16406,재규어,세단,2026,스포츠,battery,배터리 교체 (수입차전용),220000
16407,재규어,세단,2026,스포츠,inspection,기본 무상 점검 (이벤트),0
16408,재규어,세단,2025,기본형,engine,엔진오일 교환 (기본 합성유),150000
16409,재규어,세단,2025,기본형,engine,엔진 플러싱 및 첨가제,80000
16410,재규어,세단,2025,기본형,brake,앞 브레이크 패드 교환,120000
16411,재규어,세단,2025,기본형,brake,뒤 브레이크 패드/센서 교환,140000
16412,재규어,세단,2025,기본형,brake,브레이크 오일 1:1 교환,90000
16413,재규어,세단,2025,기본형,transmission,미션오일 교환 패키지,350000
16414,재규어,세단,2025,기본형,filter,실내 에어컨/히터 필터,50000
16415,재규어,세단,2025,기본형,battery,배터리 교체 (수입차전용),220000
16416,재규어,세단,2025,기본형,inspection,기본 무상 점검 (이벤트),0
16417,재규어,세단,2025,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
16418,재규어,세단,2025,프리미엄,engine,엔진 플러싱 및 첨가제,80000
16419,재규어,세단,2025,프리미엄,brake,앞 브레이크 패드 교환,120000
16420,재규어,세단,2025,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
16421,재규어,세단,2025,프리미엄,brake,브레이크 오일 1:1 교환,90000
16422,재규어,세단,2025,프리미엄,transmission,미션오일 교환 패키지,350000
16423,재규어,세단,2025,프리미엄,filter,실내 에어컨/히터 필터,50000
16424,재규어,세단,2025,프리미엄,battery,배터리 교체 (수입차전용),220000
16425,재규어,세단,2025,프리미엄,inspection,기본 무상 점검 (이벤트),0
16426,재규어,세단,2025,스포츠,engine,엔진오일 교환 (기본 합성유),150000
16427,재규어,세단,2025,스포츠,engine,엔진 플러싱 및 첨가제,80000
16428,재규어,세단,2025,스포츠,brake,앞 브레이크 패드 교환,120000
16429,재규어,세단,2025,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
16430,재규어,세단,2025,스포츠,brake,브레이크 오일 1:1 교환,90000
16431,재규어,세단,2025,스포츠,transmission,미션오일 교환 패키지,350000
16432,재규어,세단,2025,스포츠,filter,실내 에어컨/히터 필터,50000
16433,재규어,세단,2025,스포츠,battery,배터리 교체 (수입차전용),220000
16434,재규어,세단,2025,스포츠,inspection,기본 무상 점검 (이벤트),0
16435,재규어,세단,2024,기본형,engine,엔진오일 교환 (기본 합성유),150000
16436,재규어,세단,2024,기본형,engine,엔진 플러싱 및 첨가제,80000
16437,재규어,세단,2024,기본형,brake,앞 브레이크 패드 교환,120000
16438,재규어,세단,2024,기본형,brake,뒤 브레이크 패드/센서 교환,140000
16439,재규어,세단,2024,기본형,brake,브레이크 오일 1:1 교환,90000
16440,재규어,세단,2024,기본형,transmission,미션오일 교환 패키지,350000
16441,재규어,세단,2024,기본형,filter,실내 에어컨/히터 필터,50000
16442,재규어,세단,2024,기본형,battery,배터리 교체 (수입차전용),220000
16443,재규어,세단,2024,기본형,inspection,기본 무상 점검 (이벤트),0
16444,재규어,세단,2024,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
16445,재규어,세단,2024,프리미엄,engine,엔진 플러싱 및 첨가제,80000
16446,재규어,세단,2024,프리미엄,brake,앞 브레이크 패드 교환,120000
16447,재규어,세단,2024,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
16448,재규어,세단,2024,프리미엄,brake,브레이크 오일 1:1 교환,90000
16449,재규어,세단,2024,프리미엄,transmission,미션오일 교환 패키지,350000
16450,재규어,세단,2024,프리미엄,filter,실내 에어컨/히터 필터,50000
16451,재규어,세단,2024,프리미엄,battery,배터리 교체 (수입차전용),220000
16452,재규어,세단,2024,프리미엄,inspection,기본 무상 점검 (이벤트),0
16453,재규어,세단,2024,스포츠,engine,엔진오일 교환 (기본 합성유),150000
16454,재규어,세단,2024,스포츠,engine,엔진 플러싱 및 첨가제,80000
16455,재규어,세단,2024,스포츠,brake,앞 브레이크 패드 교환,120000
16456,재규어,세단,2024,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
16457,재규어,세단,2024,스포츠,brake,브레이크 오일 1:1 교환,90000
16458,재규어,세단,2024,스포츠,transmission,미션오일 교환 패키지,350000
16459,재규어,세단,2024,스포츠,filter,실내 에어컨/히터 필터,50000
16460,재규어,세단,2024,스포츠,battery,배터리 교체 (수입차전용),220000
16461,재규어,세단,2024,스포츠,inspection,기본 무상 점검 (이벤트),0
16462,재규어,세단,2023,기본형,engine,엔진오일 교환 (기본 합성유),150000
16463,재규어,세단,2023,기본형,engine,엔진 플러싱 및 첨가제,80000
16464,재규어,세단,2023,기본형,brake,앞 브레이크 패드 교환,120000
16465,재규어,세단,2023,기본형,brake,뒤 브레이크 패드/센서 교환,140000
16466,재규어,세단,2023,기본형,brake,브레이크 오일 1:1 교환,90000
16467,재규어,세단,2023,기본형,transmission,미션오일 교환 패키지,350000
16468,재규어,세단,2023,기본형,filter,실내 에어컨/히터 필터,50000
16469,재규어,세단,2023,기본형,battery,배터리 교체 (수입차전용),220000
16470,재규어,세단,2023,기본형,inspection,기본 무상 점검 (이벤트),0
16471,재규어,세단,2023,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
16472,재규어,세단,2023,프리미엄,engine,엔진 플러싱 및 첨가제,80000
16473,재규어,세단,2023,프리미엄,brake,앞 브레이크 패드 교환,120000
16474,재규어,세단,2023,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
16475,재규어,세단,2023,프리미엄,brake,브레이크 오일 1:1 교환,90000
16476,재규어,세단,2023,프리미엄,transmission,미션오일 교환 패키지,350000
16477,재규어,세단,2023,프리미엄,filter,실내 에어컨/히터 필터,50000
16478,재규어,세단,2023,프리미엄,battery,배터리 교체 (수입차전용),220000
16479,재규어,세단,2023,프리미엄,inspection,기본 무상 점검 (이벤트),0
16480,재규어,세단,2023,스포츠,engine,엔진오일 교환 (기본 합성유),150000
16481,재규어,세단,2023,스포츠,engine,엔진 플러싱 및 첨가제,80000
16482,재규어,세단,2023,스포츠,brake,앞 브레이크 패드 교환,120000
16483,재규어,세단,2023,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
16484,재규어,세단,2023,스포츠,brake,브레이크 오일 1:1 교환,90000
16485,재규어,세단,2023,스포츠,transmission,미션오일 교환 패키지,350000
16486,재규어,세단,2023,스포츠,filter,실내 에어컨/히터 필터,50000
16487,재규어,세단,2023,스포츠,battery,배터리 교체 (수입차전용),220000
16488,재규어,세단,2023,스포츠,inspection,기본 무상 점검 (이벤트),0
16489,재규어,세단,2022,기본형,engine,엔진오일 교환 (기본 합성유),150000
16490,재규어,세단,2022,기본형,engine,엔진 플러싱 및 첨가제,80000
16491,재규어,세단,2022,기본형,brake,앞 브레이크 패드 교환,120000
16492,재규어,세단,2022,기본형,brake,뒤 브레이크 패드/센서 교환,140000
16493,재규어,세단,2022,기본형,brake,브레이크 오일 1:1 교환,90000
16494,재규어,세단,2022,기본형,transmission,미션오일 교환 패키지,350000
16495,재규어,세단,2022,기본형,filter,실내 에어컨/히터 필터,50000
16496,재규어,세단,2022,기본형,battery,배터리 교체 (수입차전용),220000
16497,재규어,세단,2022,기본형,inspection,기본 무상 점검 (이벤트),0
16498,재규어,세단,2022,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
16499,재규어,세단,2022,프리미엄,engine,엔진 플러싱 및 첨가제,80000
16500,재규어,세단,2022,프리미엄,brake,앞 브레이크 패드 교환,120000
16501,재규어,세단,2022,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
16502,재규어,세단,2022,프리미엄,brake,브레이크 오일 1:1 교환,90000
16503,재규어,세단,2022,프리미엄,transmission,미션오일 교환 패키지,350000
16504,재규어,세단,2022,프리미엄,filter,실내 에어컨/히터 필터,50000
16505,재규어,세단,2022,프리미엄,battery,배터리 교체 (수입차전용),220000
16506,재규어,세단,2022,프리미엄,inspection,기본 무상 점검 (이벤트),0
16507,재규어,세단,2022,스포츠,engine,엔진오일 교환 (기본 합성유),150000
16508,재규어,세단,2022,스포츠,engine,엔진 플러싱 및 첨가제,80000
16509,재규어,세단,2022,스포츠,brake,앞 브레이크 패드 교환,120000
16510,재규어,세단,2022,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
16511,재규어,세단,2022,스포츠,brake,브레이크 오일 1:1 교환,90000
16512,재규어,세단,2022,스포츠,transmission,미션오일 교환 패키지,350000
16513,재규어,세단,2022,스포츠,filter,실내 에어컨/히터 필터,50000
16514,재규어,세단,2022,스포츠,battery,배터리 교체 (수입차전용),220000
16515,재규어,세단,2022,스포츠,inspection,기본 무상 점검 (이벤트),0
16516,재규어,세단,2021,기본형,engine,엔진오일 교환 (기본 합성유),150000
16517,재규어,세단,2021,기본형,engine,엔진 플러싱 및 첨가제,80000
16518,재규어,세단,2021,기본형,brake,앞 브레이크 패드 교환,120000
16519,재규어,세단,2021,기본형,brake,뒤 브레이크 패드/센서 교환,140000
16520,재규어,세단,2021,기본형,brake,브레이크 오일 1:1 교환,90000
16521,재규어,세단,2021,기본형,transmission,미션오일 교환 패키지,350000
16522,재규어,세단,2021,기본형,filter,실내 에어컨/히터 필터,50000
16523,재규어,세단,2021,기본형,battery,배터리 교체 (수입차전용),220000
16524,재규어,세단,2021,기본형,inspection,기본 무상 점검 (이벤트),0
16525,재규어,세단,2021,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
16526,재규어,세단,2021,프리미엄,engine,엔진 플러싱 및 첨가제,80000
16527,재규어,세단,2021,프리미엄,brake,앞 브레이크 패드 교환,120000
16528,재규어,세단,2021,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
16529,재규어,세단,2021,프리미엄,brake,브레이크 오일 1:1 교환,90000
16530,재규어,세단,2021,프리미엄,transmission,미션오일 교환 패키지,350000
16531,재규어,세단,2021,프리미엄,filter,실내 에어컨/히터 필터,50000
16532,재규어,세단,2021,프리미엄,battery,배터리 교체 (수입차전용),220000
16533,재규어,세단,2021,프리미엄,inspection,기본 무상 점검 (이벤트),0
16534,재규어,세단,2021,스포츠,engine,엔진오일 교환 (기본 합성유),150000
16535,재규어,세단,2021,스포츠,engine,엔진 플러싱 및 첨가제,80000
16536,재규어,세단,2021,스포츠,brake,앞 브레이크 패드 교환,120000
16537,재규어,세단,2021,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
16538,재규어,세단,2021,스포츠,brake,브레이크 오일 1:1 교환,90000
16539,재규어,세단,2021,스포츠,transmission,미션오일 교환 패키지,350000
16540,재규어,세단,2021,스포츠,filter,실내 에어컨/히터 필터,50000
16541,재규어,세단,2021,스포츠,battery,배터리 교체 (수입차전용),220000
16542,재규어,세단,2021,스포츠,inspection,기본 무상 점검 (이벤트),0
16543,재규어,세단,2020,기본형,engine,엔진오일 교환 (기본 합성유),150000
16544,재규어,세단,2020,기본형,engine,엔진 플러싱 및 첨가제,80000
16545,재규어,세단,2020,기본형,brake,앞 브레이크 패드 교환,120000
16546,재규어,세단,2020,기본형,brake,뒤 브레이크 패드/센서 교환,140000
16547,재규어,세단,2020,기본형,brake,브레이크 오일 1:1 교환,90000
16548,재규어,세단,2020,기본형,transmission,미션오일 교환 패키지,350000
16549,재규어,세단,2020,기본형,filter,실내 에어컨/히터 필터,50000
16550,재규어,세단,2020,기본형,battery,배터리 교체 (수입차전용),220000
16551,재규어,세단,2020,기본형,inspection,기본 무상 점검 (이벤트),0
16552,재규어,세단,2020,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
16553,재규어,세단,2020,프리미엄,engine,엔진 플러싱 및 첨가제,80000
16554,재규어,세단,2020,프리미엄,brake,앞 브레이크 패드 교환,120000
16555,재규어,세단,2020,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
16556,재규어,세단,2020,프리미엄,brake,브레이크 오일 1:1 교환,90000
16557,재규어,세단,2020,프리미엄,transmission,미션오일 교환 패키지,350000
16558,재규어,세단,2020,프리미엄,filter,실내 에어컨/히터 필터,50000
16559,재규어,세단,2020,프리미엄,battery,배터리 교체 (수입차전용),220000
16560,재규어,세단,2020,프리미엄,inspection,기본 무상 점검 (이벤트),0
16561,재규어,세단,2020,스포츠,engine,엔진오일 교환 (기본 합성유),150000
16562,재규어,세단,2020,스포츠,engine,엔진 플러싱 및 첨가제,80000
16563,재규어,세단,2020,스포츠,brake,앞 브레이크 패드 교환,120000
16564,재규어,세단,2020,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
16565,재규어,세단,2020,스포츠,brake,브레이크 오일 1:1 교환,90000
16566,재규어,세단,2020,스포츠,transmission,미션오일 교환 패키지,350000
16567,재규어,세단,2020,스포츠,filter,실내 에어컨/히터 필터,50000
16568,재규어,세단,2020,스포츠,battery,배터리 교체 (수입차전용),220000
16569,재규어,세단,2020,스포츠,inspection,기본 무상 점검 (이벤트),0
16570,재규어,세단,2019,기본형,engine,엔진오일 교환 (기본 합성유),150000
16571,재규어,세단,2019,기본형,engine,엔진 플러싱 및 첨가제,80000
16572,재규어,세단,2019,기본형,brake,앞 브레이크 패드 교환,120000
16573,재규어,세단,2019,기본형,brake,뒤 브레이크 패드/센서 교환,140000
16574,재규어,세단,2019,기본형,brake,브레이크 오일 1:1 교환,90000
16575,재규어,세단,2019,기본형,transmission,미션오일 교환 패키지,350000
16576,재규어,세단,2019,기본형,filter,실내 에어컨/히터 필터,50000
16577,재규어,세단,2019,기본형,battery,배터리 교체 (수입차전용),220000
16578,재규어,세단,2019,기본형,inspection,기본 무상 점검 (이벤트),0
16579,재규어,세단,2019,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
16580,재규어,세단,2019,프리미엄,engine,엔진 플러싱 및 첨가제,80000
16581,재규어,세단,2019,프리미엄,brake,앞 브레이크 패드 교환,120000
16582,재규어,세단,2019,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
16583,재규어,세단,2019,프리미엄,brake,브레이크 오일 1:1 교환,90000
16584,재규어,세단,2019,프리미엄,transmission,미션오일 교환 패키지,350000
16585,재규어,세단,2019,프리미엄,filter,실내 에어컨/히터 필터,50000
16586,재규어,세단,2019,프리미엄,battery,배터리 교체 (수입차전용),220000
16587,재규어,세단,2019,프리미엄,inspection,기본 무상 점검 (이벤트),0
16588,재규어,세단,2019,스포츠,engine,엔진오일 교환 (기본 합성유),150000
16589,재규어,세단,2019,스포츠,engine,엔진 플러싱 및 첨가제,80000
16590,재규어,세단,2019,스포츠,brake,앞 브레이크 패드 교환,120000
16591,재규어,세단,2019,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
16592,재규어,세단,2019,스포츠,brake,브레이크 오일 1:1 교환,90000
16593,재규어,세단,2019,스포츠,transmission,미션오일 교환 패키지,350000
16594,재규어,세단,2019,스포츠,filter,실내 에어컨/히터 필터,50000
16595,재규어,세단,2019,스포츠,battery,배터리 교체 (수입차전용),220000
16596,재규어,세단,2019,스포츠,inspection,기본 무상 점검 (이벤트),0
16597,재규어,세단,2018,기본형,engine,엔진오일 교환 (기본 합성유),150000
16598,재규어,세단,2018,기본형,engine,엔진 플러싱 및 첨가제,80000
16599,재규어,세단,2018,기본형,brake,앞 브레이크 패드 교환,120000
16600,재규어,세단,2018,기본형,brake,뒤 브레이크 패드/센서 교환,140000
16601,재규어,세단,2018,기본형,brake,브레이크 오일 1:1 교환,90000
16602,재규어,세단,2018,기본형,transmission,미션오일 교환 패키지,350000
16603,재규어,세단,2018,기본형,filter,실내 에어컨/히터 필터,50000
16604,재규어,세단,2018,기본형,battery,배터리 교체 (수입차전용),220000
16605,재규어,세단,2018,기본형,inspection,기본 무상 점검 (이벤트),0
16606,재규어,세단,2018,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
16607,재규어,세단,2018,프리미엄,engine,엔진 플러싱 및 첨가제,80000
16608,재규어,세단,2018,프리미엄,brake,앞 브레이크 패드 교환,120000
16609,재규어,세단,2018,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
16610,재규어,세단,2018,프리미엄,brake,브레이크 오일 1:1 교환,90000
16611,재규어,세단,2018,프리미엄,transmission,미션오일 교환 패키지,350000
16612,재규어,세단,2018,프리미엄,filter,실내 에어컨/히터 필터,50000
16613,재규어,세단,2018,프리미엄,battery,배터리 교체 (수입차전용),220000
16614,재규어,세단,2018,프리미엄,inspection,기본 무상 점검 (이벤트),0
16615,재규어,세단,2018,스포츠,engine,엔진오일 교환 (기본 합성유),150000
16616,재규어,세단,2018,스포츠,engine,엔진 플러싱 및 첨가제,80000
16617,재규어,세단,2018,스포츠,brake,앞 브레이크 패드 교환,120000
16618,재규어,세단,2018,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
16619,재규어,세단,2018,스포츠,brake,브레이크 오일 1:1 교환,90000
16620,재규어,세단,2018,스포츠,transmission,미션오일 교환 패키지,350000
16621,재규어,세단,2018,스포츠,filter,실내 에어컨/히터 필터,50000
16622,재규어,세단,2018,스포츠,battery,배터리 교체 (수입차전용),220000
16623,재규어,세단,2018,스포츠,inspection,기본 무상 점검 (이벤트),0
16624,재규어,세단,2017,기본형,engine,엔진오일 교환 (기본 합성유),150000
16625,재규어,세단,2017,기본형,engine,엔진 플러싱 및 첨가제,80000
16626,재규어,세단,2017,기본형,brake,앞 브레이크 패드 교환,120000
16627,재규어,세단,2017,기본형,brake,뒤 브레이크 패드/센서 교환,140000
16628,재규어,세단,2017,기본형,brake,브레이크 오일 1:1 교환,90000
16629,재규어,세단,2017,기본형,transmission,미션오일 교환 패키지,350000
16630,재규어,세단,2017,기본형,filter,실내 에어컨/히터 필터,50000
16631,재규어,세단,2017,기본형,battery,배터리 교체 (수입차전용),220000
16632,재규어,세단,2017,기본형,inspection,기본 무상 점검 (이벤트),0
16633,재규어,세단,2017,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
16634,재규어,세단,2017,프리미엄,engine,엔진 플러싱 및 첨가제,80000
16635,재규어,세단,2017,프리미엄,brake,앞 브레이크 패드 교환,120000
16636,재규어,세단,2017,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
16637,재규어,세단,2017,프리미엄,brake,브레이크 오일 1:1 교환,90000
16638,재규어,세단,2017,프리미엄,transmission,미션오일 교환 패키지,350000
16639,재규어,세단,2017,프리미엄,filter,실내 에어컨/히터 필터,50000
16640,재규어,세단,2017,프리미엄,battery,배터리 교체 (수입차전용),220000
16641,재규어,세단,2017,프리미엄,inspection,기본 무상 점검 (이벤트),0
16642,재규어,세단,2017,스포츠,engine,엔진오일 교환 (기본 합성유),150000
16643,재규어,세단,2017,스포츠,engine,엔진 플러싱 및 첨가제,80000
16644,재규어,세단,2017,스포츠,brake,앞 브레이크 패드 교환,120000
16645,재규어,세단,2017,스포츠,brake,뒤 브레이크 패드/센서 교환,140000
16646,재규어,세단,2017,스포츠,brake,브레이크 오일 1:1 교환,90000
16647,재규어,세단,2017,스포츠,transmission,미션오일 교환 패키지,350000
16648,재규어,세단,2017,스포츠,filter,실내 에어컨/히터 필터,50000
16649,재규어,세단,2017,스포츠,battery,배터리 교체 (수입차전용),220000
16650,재규어,세단,2017,스포츠,inspection,기본 무상 점검 (이벤트),0
16651,재규어,세단,2016,기본형,engine,엔진오일 교환 (기본 합성유),150000
16652,재규어,세단,2016,기본형,engine,엔진 플러싱 및 첨가제,80000
16653,재규어,세단,2016,기본형,brake,앞 브레이크 패드 교환,120000
16654,재규어,세단,2016,기본형,brake,뒤 브레이크 패드/센서 교환,140000
16655,재규어,세단,2016,기본형,brake,브레이크 오일 1:1 교환,90000
16656,재규어,세단,2016,기본형,transmission,미션오일 교환 패키지,350000
16657,재규어,세단,2016,기본형,filter,실내 에어컨/히터 필터,50000
16658,재규어,세단,2016,기본형,battery,배터리 교체 (수입차전용),220000
16659,재규어,세단,2016,기본형,inspection,기본 무상 점검 (이벤트),0
16660,재규어,세단,2016,프리미엄,engine,엔진오일 교환 (기본 합성유),150000
16661,재규어,세단,2016,프리미엄,engine,엔진 플러싱 및 첨가제,80000
16662,재규어,세단,2016,프리미엄,brake,앞 브레이크 패드 교환,120000
16663,재규어,세단,2016,프리미엄,brake,뒤 브레이크 패드/센서 교환,140000
16664,재규어,세단,2016,프리미엄,brake,브레이크 오일 1:1 교환,90000
16665,재규어,세단,2016,프리미엄,transmission,미션오일 교환 패키지,350000
16666,재규어,세단,2016,프리미엄,filter,실내 에어컨/히터 필터,50000
